	name	ssn	relationship	leukocyty	trombocyty	erytrocyty	er-cv	smoker	hemoglobin	indicator	hbver	hematokrit	etytr	alt	weight	ast	alp
3854	Melissa Mcguire	297-68-3898	divoced	6.71248	6.14918	6.26835	53.39648	no	5.07982	1.00000	5.03374	8.07118	3.55313	12.11994	34.44562	47.91470	61.99967
3855	Megan Stone	812-35-0089	widowed	6.94083	4.10014	3.31480	45.90899	no	6.19221	0.00000	6.74410	7.31126	7.10515	8.45739	126.17943	55.29584	85.15479
3856	Kristen Pham	397-12-2011	divoced	6.82393	8.72690	7.14219	41.98492	yes	5.08456	1.00000	3.17937	8.28797	4.38600	13.32230	127.23032	48.80852	62.10636
3857	Jason Hernandez	011-44-5786	married	6.39743	7.81686	5.35989	54.60498	no	8.01657	0.00000	7.84047	4.45862	5.20050	6.13512	76.28462	41.97073	43.47405
3858	Rebecca Allen	023-73-9004	widowed	5.81626	3.19745	6.04320	61.32958	Y	5.92836	1.00000	3.73226	6.40826	5.07165	9.52867	81.34214	48.17689	80.31667
3859	Denise Bradley	466-35-7385	widowed	6.41332	7.93536	6.16124	33.13304	no	5.87027	0.00000	7.22134	4.79194	4.97214	8.14685	-1.47860	35.18800	81.21647
3860	Ashley Shepherd	295-46-4195	single	5.43228	6.95270	6.78691	37.90107	yes	5.73569	1.00000	4.63709	8.19882	3.33739	11.10493	119.72398	31.21370	85.39183
3861	Lisa Lopez	363-98-0910	married	6.95836	8.87036	5.98064	45.89121	Y	5.21600	0.00000	5.45967	4.19407	5.46622	9.87752	111.21575	62.32214	66.26327
3862	Jodi Stevens	548-11-1441	divoced	5.36369	5.36258	4.38332	31.45325	yes	6.72426	0.00000	6.49385	5.91783	3.41094	9.30194	94.93796	38.16741	83.60416
3863	Theresa Lindsey	386-14-2587	married	7.05629	6.32790	4.13738	41.71247	Y	4.53653	1.00000	3.64556	6.80182	5.40341	3.92436	89.53997	48.80547	43.62678
3864	Jamie Frazier	388-01-5142	separated	6.62704	5.46029	4.04413	28.41448	no	6.78203	1.00000	0.64333	5.16113	7.50294	7.49381	16.57196	60.08018	80.31348
3865	Michael Colon	569-89-1662	divoced	6.54589	5.35387	5.72301	42.03603	no	4.15785	1.00000	5.78787	6.90554	5.06880	6.96629	83.04842	48.96204	30.21813
3866	John Greene	866-92-4419	single	6.16273	5.31368	6.89153	45.35576	no	7.14052	0.00000	9.22332	5.76329	2.72554	11.81198	61.89197	44.92823	76.16444
3867	Lisa Sanders	855-02-1079	divoced	4.33645	7.20147	5.46313	47.31824	Y	5.47852	1.00000	3.86742	7.37404	4.06151	10.00135	70.46267	54.09718	82.48801
3868	Stephen Fitzpatrick	528-17-0597	single	3.91125	9.37543	6.39057	57.81294	no	5.59325	0.00000	5.96607	3.86738	6.28535	7.84752	26.37897	49.49145	76.00519
3869	Maureen Brown	481-02-3783	divoced	5.32879	8.07447	8.09219	56.07024	no	5.67453	1.00000	6.17407	9.74998	2.87851	21.02864	67.13687	51.49447	80.60265
3870	Christopher Maldonado	531-96-1310	divoced	9.49809	4.68824	7.50288	50.26689	no	5.87781	0.00000	7.82323	6.38541	3.16514	15.38532	21.83126	20.30978	86.86758
3871	Kimberly Anderson	667-04-2521	widowed	6.03685	5.75548	5.55916	67.82942	Y	6.92357	0.00000	7.26314	5.18055	3.04619	4.71632	91.87963	38.41193	74.54178
3872	Robert Poole	730-47-2299	divoced	5.12765	7.33369	5.18599	47.46664	no	4.56684	1.00000	5.77828	6.31440	4.58501	9.57078	87.13952	62.66174	40.54406
3873	Christopher Bowman	134-51-6403	separated	5.76509	3.97743	6.38493	37.45464	no	6.32718	1.00000	3.98462	7.07367	5.13190	11.02253	-12.33490	42.47715	89.25953
3874	Jason Ortiz	005-53-1715	widowed	6.70135	8.12008	3.87722	59.18140	yes	5.39070	1.00000	4.97657	10.99268	7.37201	5.20207	65.33266	49.30283	74.18437
3875	Wendy Salazar	678-84-1191	single	5.89584	3.18210	4.71826	51.35156	yes	5.42053	1.00000	3.83366	5.89593	4.27694	5.75045	80.64966	44.42844	70.88362
3876	Samuel Morales	211-74-0009	widowed	4.63126	5.24820	7.33202	60.40101	yes	4.97494	1.00000	4.36144	7.77579	4.90780	15.43816	55.67219	73.36290	62.83259
3877	David Patrick	071-32-7702	married	6.85710	8.01965	6.44247	53.78778	no	7.58803	0.00000	7.76586	4.62099	6.99722	12.34126	59.00439	41.34840	52.35827
3878	Jesse Sweeney	615-12-5228	divoced	7.22002	3.69294	5.90369	31.67249	N	6.93606	1.00000	2.48225	7.92994	6.36867	9.25580	60.21511	36.05875	83.50312
3879	Tristan Khan	045-39-3689	divoced	6.56415	7.02547	7.08560	48.90848	N	3.93824	1.00000	4.13067	7.93154	4.15484	10.50243	90.02395	45.90674	23.21869
3880	William Ramirez	449-12-2905	nop	8.28715	7.39523	5.51256	67.32457	no	7.29263	1.00000	5.61848	8.83630	4.18156	10.56828	104.81754	48.69057	63.73181
3881	Allen Hall	202-70-3221	separated	5.64146	8.14073	5.57443	74.58389	no	5.95774	1.00000	7.26918	7.27615	4.12098	5.92863	106.95253	31.30366	87.93914
3882	David Allen	476-60-0656	divoced	5.42221	7.59068	6.61949	55.18574	yes	5.80700	0.00000	7.71758	4.14082	4.10684	5.63039	44.76558	49.42567	82.20144
3883	Dustin Gomez	178-26-1199	divoced	6.34699	6.85951	4.21818	45.47599	no	6.05280	1.00000	5.07117	7.17103	4.80358	8.29454	43.01285	57.61197	86.43449
3884	Gary Patton	209-71-9685	married	5.99374	5.15608	5.90991	25.42546	no	6.77398	1.00000	4.45964	8.01246	4.36756	8.43704	106.68943	43.62032	80.04544
3885	Robert Poole	730-47-2299	married	5.76127	7.52414	5.17235	30.21394	Y	6.74697	0.00000	8.16858	4.62425	6.15369	7.07504	115.35249	33.50245	90.24370
3886	Mrs. Christine Phillips	088-20-0609	divoced	6.72344	6.13447	5.68778	56.92715	yes	5.27597	0.00000	8.15396	4.27478	5.12430	9.40637	74.42466	50.48658	71.07692
3887	Kayla Baird	335-86-7124	married	5.44054	8.12990	7.23833	39.42534	yes	6.36419	0.00000	7.65632	3.99023	6.55201	13.73662	80.59650	21.69749	84.77294
3888	Melvin Sanchez	808-45-8752	widowed	7.48973	6.61344	6.77312	45.46105	no	5.98293	1.00000	2.72475	7.36262	4.23173	10.39790	51.62042	36.46142	89.12715
3889	Andrew Collins	196-94-1356	single	6.11526	6.82795	9.08774	56.77499	no	7.36719	1.00000	5.67736	8.81458	6.04204	42.13253	125.31112	35.61284	65.33798
3890	Amy Wilson	679-39-8985	nop	4.56887	8.32096	5.44794	40.78608	no	4.34703	0.00000	6.43479	4.89279	6.32437	8.46209	3.60196	31.79427	41.19330
3891	Mrs. Emily Nelson	292-81-5241	separated	4.82751	7.52411	6.91907	30.13139	Y	6.08570	0.00000	8.13408	3.87375	4.42950	13.68476	25.41190	56.28122	88.62214
3892	Zachary Williams	694-58-5922	widowed	6.63528	4.26013	7.00487	67.35401	no	5.70086	0.00000	6.85261	6.94216	5.16184	10.22786	77.82748	41.07346	79.28041
3893	Rachel Ramos	074-60-7679	divoced	5.57607	4.01598	6.43068	53.55432	yes	4.50765	1.00000	5.01645	6.38016	3.77935	8.61043	65.90377	51.94743	36.75803
3894	Wendy Sawyer	752-64-6407	married	7.84991	4.66906	6.09342	66.01083	no	5.84555	0.00000	6.35719	6.35449	3.78912	10.83243	101.90457	40.50870	83.60706
3895	Derek Gomez	063-11-1019	nop	7.13626	6.24979	4.94251	35.46379	no	5.23934	0.00000	4.23489	6.74697	5.44943	6.11401	98.10333	40.21461	71.53477
3896	Michael Kramer	468-57-6875	nop	4.93310	4.49437	6.44341	47.79205	Y	6.65291	0.00000	7.43352	7.34097	4.62627	12.36802	57.85391	53.86024	87.33642
3897	Katherine Ray	248-52-3595	widowed	4.12655	7.75383	7.06893	17.60846	Y	4.59416	1.00000	3.21124	8.01077	4.52172	13.94997	-2.89507	43.13195	41.52254
3898	Robert Hays	766-57-2706	married	6.51471	6.73625	4.59208	49.12333	N	4.81903	0.00000	8.93159	4.35476	3.69032	6.67486	68.68554	54.28644	52.63946
3899	Zachary Bradford	874-38-4927	divoced	7.27697	4.07760	6.80262	51.83902	no	6.18683	1.00000	4.78457	6.71465	5.44392	11.85604	107.59229	37.47518	92.97994
3900	Donald Ward	576-71-1811	single	5.94160	4.95812	4.79534	40.56571	Y	3.29343	0.00000	3.22675	8.94511	7.03394	6.18738	121.65112	47.10405	11.25756
3901	Jennifer Padilla	206-75-2785	widowed	4.59649	4.40905	5.16108	31.47412	no	5.90178	0.00000	6.11583	6.63700	3.85529	7.94228	93.93674	51.35002	86.89182
3902	Thomas Copeland	367-18-7227	single	6.06160	4.45180	5.38005	38.84877	no	6.80392	0.00000	8.24852	6.62661	4.56402	7.64150	45.10898	56.38223	82.63379
3903	Craig Clark Jr.	850-15-0677	single	6.84221	7.69787	7.02222	33.85307	Y	6.26875	0.00000	7.65211	4.65731	4.54368	7.98548	76.40074	28.95855	86.65614
3904	Savannah Branch	459-37-4349	single	5.89608	7.87293	5.61084	43.74217	Y	5.41368	1.00000	6.13453	7.94306	4.83991	7.44751	31.20385	55.42373	73.55846
3905	Sarah Copeland	547-15-6402	single	5.21364	2.29599	5.92145	63.77258	N	6.91949	1.00000	3.19664	5.93034	4.36416	8.17756	48.33418	61.73129	82.65636
3906	Anna Neal	098-52-4707	single	6.76753	8.46796	5.01520	40.17255	yes	5.81260	0.00000	8.98218	3.83978	6.86679	6.75090	3.05926	48.00686	74.68096
3907	Suzanne Sharp	380-56-0563	married	5.18316	4.94799	6.20086	58.03031	no	5.20186	1.00000	5.76245	6.43640	4.59076	8.20901	87.35900	27.41817	64.79032
3908	Reginald Watson	745-93-8170	single	6.11369	7.11512	5.37857	59.33801	no	5.13041	1.00000	4.48643	7.00851	4.46953	8.49705	90.11639	39.67215	65.53900
3909	Jennifer Walker	099-87-7225	married	7.06503	3.76179	5.11246	42.05411	no	4.79434	1.00000	3.56752	6.90351	5.26508	8.34859	62.54657	53.79586	56.49358
3910	David Castaneda	197-73-3411	single	6.46775	6.89108	6.58769	34.66905	Y	6.04228	1.00000	5.57661	6.58193	5.09678	11.07555	37.34538	42.70539	96.21381
3911	Cynthia Becker	221-12-3537	single	5.57961	6.35033	6.23476	66.41617	no	6.95136	1.00000	6.28209	7.16027	4.53105	11.06530	117.26572	62.79938	78.27332
3912	Stephanie Ruiz	568-06-0992	single	7.12471	4.62269	6.06746	60.68542	Y	7.08957	1.00000	5.40069	7.06687	4.44199	8.57570	90.58968	48.68528	74.15145
3913	Stephen Young	177-08-1602	divoced	6.94306	4.75269	4.75116	28.83174	yes	5.44894	1.00000	5.69723	6.80286	3.81423	7.48859	57.30866	53.84165	82.01429
3914	Tammy Taylor	110-89-7219	divoced	4.53748	5.38715	6.82356	43.00913	no	4.47349	1.00000	4.51103	7.87269	6.22244	9.89331	39.28870	73.65483	36.35445
3915	Nancy Johnson	311-03-4414	divoced	5.55001	8.66239	7.26753	37.19054	Y	4.75300	1.00000	5.15496	7.62760	3.60766	13.04692	78.01981	32.41516	48.34134
3916	Sally Davis	270-09-1269	divoced	5.81665	4.98117	4.76357	29.96099	no	5.60482	0.00000	6.62804	8.93176	4.70744	12.84691	92.54740	63.18771	80.12391
3917	Veronica Morse	032-52-9481	divoced	6.17904	4.99456	5.11285	63.33531	no	6.33188	0.00000	8.66484	6.34189	5.37960	9.11308	12.79327	59.15782	90.34541
3918	Raymond Moore	467-29-3147	separated	5.45275	4.91594	6.45059	36.34430	yes	6.12437	0.00000	6.17876	7.51037	7.77583	12.81465	66.33285	42.10560	88.36518
3919	Michele Williams	480-29-0078	single	5.08422	4.12290	6.23963	50.81334	Y	7.85921	1.00000	3.50885	7.06072	4.86271	8.76936	95.36363	34.55289	47.04676
3920	Mary Willis	139-85-6785	married	4.53514	9.23613	6.27464	51.07119	no	6.84686	1.00000	6.31860	9.06591	3.59117	12.00373	73.38384	59.83048	76.00593
3921	Brian Soto	204-53-9793	single	4.62690	5.59777	6.92183	52.06083	no	7.07258	0.00000	7.45254	6.28702	6.07033	8.46926	49.71257	41.52886	78.48646
3922	Michael Cruz DDS	863-31-2003	widowed	6.11035	6.72828	7.25593	40.34801	no	7.53608	1.00000	4.18102	6.08469	5.78398	14.30680	62.89794	46.96221	60.65965
3923	Andrea Ballard	587-87-3448	divoced	7.35952	6.89693	6.21289	56.00657	no	5.28660	1.00000	3.88097	7.13979	4.32069	9.79070	71.32589	42.42128	75.64866
3924	Larry Hodges	168-67-7295	separated	7.02280	7.45155	6.72106	49.34225	yes	6.13132	1.00000		7.57063	3.98417	15.99440	87.26697	41.37693	82.46771
3925	Justin Spears	216-68-7686	single	6.58347	7.08673	5.53327	22.24665	no	6.69494	1.00000	4.89843	7.31152	4.06847	10.96343	85.82859	30.07853	86.30488
3926	Vanessa Wilson	435-27-3225	divoced	5.35777	4.69562	7.43101	51.44617	no	6.83967	1.00000	3.77935	7.33533	3.89710	13.20408	143.34041	39.82663	83.85539
3927	Timothy Porter	507-52-1582	nop	5.65181	4.39651	7.27293	37.26590	no	5.80126	1.00000	4.34746	6.96865	4.42863	15.98435	63.59044	37.36381	79.82828
3928	Jeffrey Sherman	079-74-2727	widowed	5.56142	2.92411	5.24069	77.83890	no	5.12432	1.00000	2.90759	6.33294	5.00036	8.04940	76.35864	71.38890	65.21130
3929	Scott Hansen	327-14-1799	single	7.38615	6.08667	6.64169	53.83233	yes	7.21253	1.00000	6.09075	7.49814	3.18104	9.39008	78.58274	34.17004	65.77059
3930	Justin Rios	095-92-3886	single	6.06154	6.29258	4.99492	70.14778	no	6.07136	1.00000	2.32169	7.07359	3.13952	9.93774	129.95987	34.55808	93.17491
3931	Shawn Spencer	244-21-4291	married	3.94677	4.65296	5.76404	56.45323	no	5.36429	0.00000	7.55829	6.27310	5.35955	10.50381	8.38679	52.49690	75.79720
3932	Terry Williams	591-92-1819	divoced	5.89449	5.81333	5.28458	60.16435	no	6.52466	0.00000	4.75150	7.85924	6.40344	9.52387	130.02050	53.20454	87.95683
3933	Jonathan Castillo	661-82-0798	divoced	5.56712	7.77178	5.52259	19.56703	no	5.17912	0.00000	5.49839	5.37258	5.07128	7.68557	38.05861	52.34347	64.30433
3934	Laura Williams	753-91-5054	single	3.81932	5.36954	5.26554	62.98981	no	5.79317	1.00000	4.90584	8.07028	5.18294	9.27625	78.40570	49.02773	76.66329
3935	Jennifer Olson	471-94-9402	married	6.34343	7.35049	5.98086	52.87733	no	6.32317	1.00000	4.99407	6.89390	4.68539	9.04979	76.89018	43.71206	94.05206
3936	Michele Williams	480-29-0078	widowed	7.62245	7.28634	5.31888	32.41304	yes	4.40933	0.00000	6.37567	4.18783	5.67582	7.94552	29.39449	65.77993	33.85651
3937	Caitlin Edwards	765-58-0994	single	5.46934	4.37030	5.86503	46.54168	yes	4.20885	0.00000	5.71090	8.04626	4.17286	7.50133	110.36426	38.15408	29.50903
3938	Amanda Sanchez	151-35-3379	widowed	6.36675	6.70584	6.12860	34.31884	yes	5.41807	1.00000	5.58220	6.58251	5.20365	10.21907	64.48942	51.08309	75.20214
3939	Lisa Harrell	884-89-3295	married	7.44192	5.19785	5.96869	54.64190	Y	6.76342	1.00000	5.58815	7.34259	5.12366	11.27541	67.23529	66.40213	75.38976
3940	Zachary Williams	694-58-5922	divoced	5.43227	4.59363	6.61546	17.40029	no	5.59968	1.00000	4.83638	6.63522	3.25537	13.43422	91.50952	38.95478	77.61470
3941	Joshua Flores	466-82-7491	separated	6.32332	4.36619	7.17318	36.79712	Y	5.37437	0.00000	6.32939	6.96446	4.76028	12.51210	81.39651	56.92383	70.39800
3942	Brett Malone	168-65-3814	married	6.57376	4.76092	6.70996	47.96817	no	5.13986	1.00000	4.95517	7.34343	5.58682	8.57035	138.67451	69.62610	66.50977
3943	Laura Brown	715-04-3884	separated	6.41915	5.57948	5.18863	49.83116	no	5.73455	1.00000	4.00064	6.52552	5.01450	7.95553	52.69852	30.86305	82.14515
3944	Lauren Roberson	449-41-2173	single	5.51611	7.76871	5.87357	38.10678	no	6.35705	0.00000	5.93909	4.96773	4.88565	6.55832	104.46837	52.32918	85.68178
3945	Adam Hoffman	729-52-2687	married	6.57483	4.21531	5.47768	50.65490	N	4.96321	0.00000	7.65063	8.58985	2.93099	7.43576	61.87319	59.77510	57.85242
3946	Bruce Dean	078-85-7974	separated	5.72436	7.35422	5.82116	35.53035	no	6.62384	1.00000	5.02266	6.96299	5.39588	5.48610	119.65963	50.59787	87.03612
3947	William Mckenzie	705-96-5422	married	5.65476	3.36332	5.69134	36.41225	yes	4.77486	1.00000	5.67221	4.99599	3.37824	8.41973	40.05707	50.07356	49.38067
3948	Laura Zamora	418-42-1111	single	5.95810	5.73598	5.94311	42.23304	no	5.04187	1.00000	4.23333	4.42729	7.29961	11.43363	98.26134	59.64671	62.73941
3949	Adam Oconnor	047-51-1608	married	7.44216	4.74615	5.31401	34.65533	no	4.48136	0.00000	7.83749	6.41663	4.89418	11.02536	84.29279	44.21067	41.95724
3950	Cameron Lambert	422-98-3686	divoced	5.30050	5.85514	6.31882	18.23117	N	5.60145	0.00000	6.82530	5.04981	2.25022	7.50289	130.87956	57.11399	90.07179
3951	Phillip Brown	382-77-2454	divoced	5.42749	6.72673	7.46191	62.74252	no	6.83371	1.00000	6.59858	5.65846	6.78224	12.50975	45.48825	34.17302	85.53186
3952	Tammy Estrada	331-14-5843	single	6.07494	4.30165	4.97851	47.52427	Y	4.59550	1.00000	6.30667	4.96368	2.23602	10.10197	49.66367	0.00000	47.20326
3953	Matthew Mann	868-66-4770	divoced	4.80702	3.87827	5.01093	60.70894	yes	5.45201	1.00000	4.05173	6.75057	4.12394	6.68582	114.09332	56.63586	72.69408
3954	Heather Mendoza	788-71-5324	widowed	6.05121	7.06924	3.32260	48.33095	no	5.17567	0.00000	8.08143	4.08430	6.77068	7.27741	119.33090	53.76970	64.01526
3955	Brittney Valenzuela	234-45-2323	divoced	8.06916	8.10558	6.20569	68.47776	Y	6.79672	1.00000	6.99793	4.54437	4.43524	11.55854	88.58043	54.62330	83.52424
3956	Stephen Nelson	823-41-1804	separated	5.75155	7.71960	6.35377	46.99350	yes	5.76200	0.00000	7.77249	4.13524	6.30508	7.83066	69.32098	37.92155	81.10449
3957	Zachary Carter	106-63-0110	single	5.21342	6.20006	6.80230	49.93139	no	5.78723	0.00000	8.25071	4.40250	4.58288	10.21665	71.69448	50.23408	85.31591
3958	Amanda Hill	552-08-4274	married	4.33372	3.86898	6.48743	28.25656	Y	5.63860	1.00000	5.21965	5.86469	4.70047	9.99606	40.52447	35.06513	79.85629
3959	Jennifer Becker	194-52-5383	divoced	4.30452	6.68480	4.05169	32.35207	no	7.21157	1.00000	4.89340	7.60362	4.52415	9.43527	51.23392	41.84059	75.51132
3960	Johnathan Johnson	193-99-7174	widowed	7.16745	7.42425	3.17184	37.46902	Y	4.90240	0.00000	7.08411	4.87702	3.67103	8.05643	62.45615	75.48668	54.51091
3961	James Jackson	457-69-5968	married	4.27586	4.66873	5.40179	51.27715	no	4.72853	0.00000	6.36158	6.60433	6.99210	9.25814	57.84984	55.21018	49.37734
3962	Monica Valenzuela	004-43-4805	divoced	6.77962	4.90965	6.45561	52.81995	no	6.51205	1.00000	5.82634	6.05038	4.53214	9.32517	68.52110	59.54854	87.48164
3963	Thomas Newton	690-53-8366	married	7.29911	6.49759	6.66922	49.26491	no	4.69230	0.00000	6.73111	5.27348	3.70059	9.60501	74.44158	57.19946	46.82373
3964	Karen Dominguez	618-30-1314	nop	7.78042	5.78079	5.74273	30.50266	no	4.95866	1.00000	4.37198	8.55476	5.15953	6.99305	67.81569	69.08347	62.10587
3965	Timothy Irwin	632-75-8976	married	4.55419	4.85382	5.82791	52.50931	Y	2.99877	1.00000	4.52416	7.90067	4.62971	10.26530	50.33048	68.39049	12.15527
3966	Nathan Christensen	439-68-8170	single	6.59273	6.94773	5.87222	42.24551	no	4.35055	1.00000	5.31506	7.94641	5.07444	7.14706	48.47749	39.90355	22.96782
3967	Michele Williams	480-29-0078	married	6.10124	4.93416	6.84424	32.72500	Y	4.89838	0.00000	6.70389	7.22665	6.08838	8.69066	79.94247	45.34433	59.28461
3968	Christy Gill	877-63-5265	single	6.08719	6.21779	6.40911	43.37485	no	5.94526	0.00000	6.87624	4.63081	3.33099	11.51477	129.79273	32.36406	89.22487
3969	Elizabeth Lee	055-15-1782	divoced	6.18767	5.50131	7.30864	54.43722	no	6.19040	1.00000	5.27253	5.66766	5.77795	14.95327	72.86005	45.13306	89.88280
3970	Chad Alexander	531-47-4266	married	6.40522	6.82906	7.34950	50.12784	Y	7.05966	1.00000	5.44290	6.84775	5.09042	13.85211	58.14720	64.02540	73.87227
3971	Sandra Nielsen	576-26-4790	married	6.73344	3.65180	5.05468	31.02990	yes	6.46843	1.00000	3.51157	7.11187	4.43345	6.99948	176.03540	51.00971	86.57642
3972	Mr. Brendan Duffy	208-66-1440	widowed	8.31207	3.44648	4.43628	61.01463	no	4.36644	1.00000	5.06527	5.24202	3.74833	9.65614	89.32206	59.71885	34.06410
3973	Tracy Gonzales	834-37-7769	divoced	6.92910	5.85981	4.69339	25.30842	yes	4.31891	1.00000	5.23987	5.37934	5.79656	8.57424	181.85562	64.96283	33.25729
3974	Jessica Cooley	862-88-9143	nop	5.07619	4.84603	5.47638	39.50527	no	5.46909	1.00000	3.29961	8.52517	5.69013	6.66856	89.01939	30.19463	71.86072
3975	Leah Jones	028-23-4305	divoced	6.17857	7.08024	6.65298	52.93733	no	7.37973	1.00000	3.97917	7.62414	4.43534	11.24765	108.34966	58.27772	65.87611
3976	Alyssa Bailey	123-90-1149	married	6.73234	7.05929	4.58128	49.86696	no	4.47592	0.00000	7.48317	4.53704	6.24978	9.00779	87.80160	43.42180	46.36586
3977	Jeffrey Hansen	835-28-9600	widowed	7.64726	6.92696	6.85052	36.09911	Y	6.76806	1.00000	2.79804	6.62911	5.24046	12.34659	79.49844	77.18542	89.54082
3978	Kyle Howell	841-45-8797	single	5.30117	7.31662	6.08024	29.51490	no	6.40236	0.00000	6.41178	5.34842	5.33602	10.47640	86.49160	25.61494	93.85732
3979	Susan Montoya	072-63-2461	single	5.21181	6.62317	7.02679	59.78557	no	4.79453	0.00000	6.84684	4.25224	3.91164	11.81385	39.31314	58.61183	53.40601
3980	Deborah Robles	702-55-5923	married	5.02408	7.48769	8.09420	50.62032	Y	3.56034	1.00000	4.89764	7.41249	4.76168	21.54173	67.71388	51.43509	14.35599
3981	Jonathan Gregory	373-53-9868	separated	5.45495	6.36606	5.23068	41.22457	no	4.73983	1.00000	5.52192	5.76280	4.84242	5.52214	54.45291	62.55868	51.58149
3982	William Brown	498-93-8189	divoced	5.36385	3.25217	6.45405	25.29157	no	7.20150	1.00000	4.08047	6.47181	5.98562	8.77270	59.07831	47.74479	77.93038
3983	Joshua Andrews	061-50-3866	married	4.65899	3.32609	5.88787	53.18970	no	4.16761	1.00000	2.09856	7.43018	4.99163	6.44569	57.14502	44.71367	24.33081
3984	Christopher Payne	298-99-5948	married	6.85669	3.70717	5.80618	39.69959	no	4.66216	1.00000	3.73772	6.78665	3.74067	7.60831	88.43669	58.03140	45.76693
3985	Kathryn Spencer	512-14-6211	married	5.20862	5.34723	5.97143	57.99180	yes	5.66721	1.00000	3.58671	6.12301	5.37978	10.12012	123.27831	52.83829	79.88225
3986	Curtis Hess	882-12-5590	widowed	6.13651	7.26804	5.68130	44.25775	no	4.92097	1.00000	5.10285	6.70533	5.94644	9.19376	86.55304	43.12801	53.78440
3987	Paul Ford	572-34-6672	divoced	5.68724	6.81893	5.29537	48.56279	yes	5.28965	1.00000	6.88661	7.21758	3.64333	8.02126	106.43093	34.78252	65.98675
3988	Jackie Smith	839-02-0456	single	6.97491	7.92541	7.41211	62.03202	yes	7.29969	1.00000	6.31970	7.18986	5.54944	16.38339	49.34029	57.99888	68.57267
3989	James Patton	104-94-1362	married	5.07643	8.71060	6.10663	28.33087	Y	6.88393	0.00000	7.21783	3.69259	5.86967	8.89245	86.51444	41.33521	86.43350
3990	John Rodriguez	706-56-5186	single	6.92266	5.86372	5.82109	25.00730	N	7.56346	0.00000	9.31073	6.62263	5.37741	7.19693	122.22748	50.66856	60.77284
3991	John Wheeler	403-01-5794	divoced	5.59808	3.78035	6.48722	73.68681	no	6.69008	0.00000	4.99876	8.09458	3.88255	8.18583	76.97953	52.93618	87.38189
3992	Ryan Murphy	423-92-9268	married	6.31508	6.22725	6.38761	39.08228	no	5.94182	1.00000	5.12309	7.32748	4.58618	13.74449	145.48599	12.34983	84.63976
3993	Joseph Petersen	869-95-0470	divoced	4.90288	8.11498	5.11341	57.69469	N	6.11056	1.00000	8.49836	7.66673	3.26973	8.79573	162.80256	49.54389	91.24625
3994	Elizabeth Day	624-86-0764	nop	5.00127	5.49311	6.97166	41.86229	no	6.39491	1.00000	5.88069	7.28229	5.25774	15.50531	118.88826	40.01493	87.37306
3995	Benjamin Smith	850-50-8019	nop	5.62941	7.54988	5.82877	40.21103	no	4.81948	1.00000	4.49488	5.81620	6.44143	9.35860	43.55485	49.15645	57.47462
3996	Lisa Rivera	715-67-8905	separated	5.62912	6.34225	7.27031	45.43639	no	6.47739	1.00000	3.15663	6.82303	5.36211	12.75909	86.82912	41.16153	81.58748
3997	David Murphy	064-27-1701	divoced	4.60467	6.56072	7.04779	35.69691	no	6.70012	0.00000	6.79451	4.72913	4.28613	13.29925	77.77113	18.63979	80.25847
3998	Jackie Smith	839-02-0456	divoced	4.98562	5.26118	6.21677	52.47683	N	4.72495	1.00000	4.10835	7.87208	4.83518	7.78587	54.50982	16.47866	44.33919
3999	Sarah Thompson	444-30-3037	nop	4.76960	7.04408	4.80178	77.64093	Y	6.90380	0.00000	8.43543	3.71184	5.83707	5.66064	19.21345	25.48431	85.61425
4000	John Yang	189-43-0678	married	6.86975	7.26216	5.51194	50.84799	yes	5.81884	1.00000	5.08506	7.82016	4.84853	10.93199	112.58847	69.48530	85.12279
4001	Austin Bryant	163-49-7630	divoced	7.47550	5.75608	6.03984	16.07322	no	4.62117	0.00000	6.92929	5.59379	3.39081	8.40977	38.06438	27.87837	36.01472
4002	Melissa Smith	382-10-8308	married	6.83398	6.93600	5.96607	19.80011	Y	6.06603	0.00000	7.06508	4.87954	3.92656	10.13825	134.12843	42.97019	92.54621
4003	Nicole Marquez	709-76-2745	widowed	6.51076	6.46957	7.20254	53.87840	yes	5.73659	1.00000	6.26226	6.50573	5.94554	12.10795	82.70606	34.97011	83.16471
4004	Laura Brown	715-04-3884	single	7.31993	1.99725	4.23040	26.55737	yes	5.45805	1.00000	3.28142	4.70230	3.24756	8.44367	108.26503	25.91674	74.55122
4005	Michael Riley	884-67-1344	divoced	6.23836	7.02365	6.43619	27.53647	no	4.34531	1.00000	4.51435	6.01120	6.52451	11.39942	93.04107	34.07922	36.34979
4006	Leslie Marsh	195-08-1906	divoced	7.38788	7.85047	6.16145	64.31233	Y	6.22026	1.00000	6.80231	7.94397	3.89108	7.09498	65.22734	39.50590	87.66298
4007	Emily Perry	865-94-8903	married	6.38566	3.30526	6.07088	50.60487	Y	5.02935	0.00000	5.99193	6.16732	3.05530	7.33289	97.38129	45.63486	63.11491
4008	Kevin Fox	477-21-4082	nop	6.09570	5.45163	7.63535	52.40492	yes	5.90201	0.00000	7.76468	4.97584	4.00526	15.59795	55.51063	44.68417	87.04047
4009	Brett Malone	168-65-3814	married	7.17030	7.09228	5.70442	19.56641	no	5.92503	1.00000	5.15038	7.60829	3.73638	7.81556	109.90941	20.46903	87.71317
